,Scientific Name,Vernacular name,Class,Order,Family,Genus,Species,Latitude - original,Longitude - original,Geodetic datum - original,Latitude,Longitude,Coordinate Uncertainty in Metres,Country - parsed,State - parsed,Local Government Areas 2011,IBRA 7 Regions,Collector
1002,Pardalotus (Pardalotus) punctatus,Spotted Pardalote,Aves,Passeriformes,Pardalotidae,Pardalotus,Pardalotus punctatus,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
1003,Galaxiella toourtkoourt,Little Galaxias,Actinopterygii,Salmoniformes,Galaxiidae,Galaxiella,Galaxiella toourtkoourt,-37.09843,141.01293,WGS84,-37.09843,141.01293,500.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,HAMMER M. Michael | SLATER S. Scott
1006,Gallinula (Gallinula) tenebrosa,Dusky Moorhen,Aves,Gruiformes,Rallidae,Gallinula,Gallinula tenebrosa,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
1007,Tribonyx ventralis,Black-tailed Native-hen,Aves,Gruiformes,Rallidae,Tribonyx,Tribonyx ventralis,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,POSSINGHAM H.P. Hugh
1008,"Dacelo novaeguineae ( (Hermann), 1783) novaeguineae",Kookaburra,Aves,Coraciiformes,Alcedinidae,Dacelo,Dacelo novaeguineae,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
1009,Pseudomys shortridgei,Heath Rat,Mammalia,Rodentia,Muridae,Pseudomys,Pseudomys shortridgei,-37.9942,140.96931,WGS84,-37.9942,140.96931,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
1010,AVES,Birds,Aves,,,,,-34.71368,141.74057,WGS84,-34.71368,141.74057,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,CLARKE R.H. Rohan
1011,Colluricincla (Colluricincla) harmonica,Grey Shrike-thrush,Aves,Passeriformes,Pachycephalidae,Colluricincla,Colluricincla harmonica,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
1012,Malurus (Malurus) cyaneus,Superb Fairy-wren,Aves,Passeriformes,Maluridae,Malurus,Malurus cyaneus,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
1014,Todiramphus (Todiramphus) sanctus,Sacred Kingfisher,Aves,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus sanctus,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
1015,Platycercus (Platycercus) elegans,Crimson Rosella,Aves,Psittaciformes,Psittacidae,Platycercus,Platycercus elegans,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,POSSINGHAM H.P. Hugh
1016,Pseudomys shortridgei,Heath Rat,Mammalia,Rodentia,Muridae,Pseudomys,Pseudomys shortridgei,-37.99597,140.96777,WGS84,-37.99597,140.96777,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
1017,Dasyornis (Maccoyornis) broadbenti,Rufous Bristlebird,Aves,Passeriformes,Dasyornithidae,Dasyornis,Dasyornis broadbenti,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
1018,Pseudomys shortridgei,Heath Rat,Mammalia,Rodentia,Muridae,Pseudomys,Pseudomys shortridgei,-37.99522,140.96836000000002,WGS84,-37.99522,140.96836000000002,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
1019,Egretta novaehollandiae,White-faced Heron,Aves,Ciconiiformes,Ardeidae,Egretta,Egretta novaehollandiae,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,POSSINGHAM H.P. Hugh
1020,Anas (Nettion) gracilis,Grey teal,Aves,Anseriformes,Anatidae,Anas,Anas gracilis,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,POSSINGHAM H.P. Hugh
1021,Cacatua (Cacatua) galerita,Sulphur-crested Cockatoo,Aves,Psittaciformes,Cacatuidae,Cacatua,Cacatua galerita,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
1022,Corvus tasmanicus,Forest Raven,Aves,Passeriformes,Corvidae,Corvus,Corvus tasmanicus,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
1024,Charadrius (Charadrius) ruficapillus,Red-capped Dotterel,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius ruficapillus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
1025,AVES,Birds,Aves,,,,,-34.7157,141.73998999999998,WGS84,-34.7157,141.73998999999998,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,CLARKE R.H. Rohan
1026,Nannoperca obscura,Yarra pigmy perch,Actinopterygii,Perciformes,Percichthyidae,Nannoperca,Nannoperca obscura,-37.10048,141.03068000000002,WGS84,-37.10048,141.03068000000002,500.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,HAMMER M. Michael | SLATER S. Scott
1027,Threskiornis spinicollis,Straw-necked Ibis,Aves,Ciconiiformes,Threskiornithidae,Threskiornis,Threskiornis spinicollis,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,PATON J. Joan
1028,Sericornis (Sericornis) frontalis,White-browed Scrubwren,Aves,Passeriformes,Acanthizidae,Sericornis,Sericornis frontalis,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
1029,Litoria raniformis,Southern Bell Frog,Amphibia,Anura,Hylidae,Litoria,Litoria raniformis,-37.1089,141.04252,WGS84,-37.1089,141.04252,50.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,STRATMAN B. Bronwyn
1030,Anas (Nettion) gracilis,Grey teal,Aves,Anseriformes,Anatidae,Anas,Anas gracilis,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,PATON J. Joan
1031,Vanellus (Lobipluvia) miles,Masked Lapwing,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus miles,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,PATON J. Joan
1032,Sturnus (Sturnus) vulgaris,Starling,Aves,Passeriformes,Sturnidae,Sturnus,Sturnus vulgaris,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,PATON J. Joan
1033,Hirundo (Hirundo) neoxena,Welcome Swallow,Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo neoxena,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,PATON J. Joan
1034,Thinornis cucullatus,Hooded Plover,Aves,Charadriiformes,Charadriidae,Thinornis,Thinornis cucullatus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
1035,Hypseleotris,Carp Gudgeons,Actinopterygii,Perciformes,Eleotridae,Hypseleotris,,-37.14141,141.07793999999998,WGS84,-37.14141,141.07793999999998,50.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,WHITEROD N. Nick | BROWN (EX VEALE) L. Lauren
1036,Platycercus (Violania) eximius,Eastern Rosella,Aves,Psittaciformes,Psittacidae,Platycercus,Platycercus eximius,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,POSSINGHAM H.P. Hugh
1037,Galaxiella toourtkoourt,Little Galaxias,Actinopterygii,Salmoniformes,Galaxiidae,Galaxiella,Galaxiella toourtkoourt,-37.10048,141.03068000000002,WGS84,-37.10048,141.03068000000002,500.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,HAMMER M. Michael | SLATER S. Scott
1038,Galaxiella toourtkoourt,Little Galaxias,Actinopterygii,Salmoniformes,Galaxiidae,Galaxiella,Galaxiella toourtkoourt,-37.108509999999995,141.04197,WGS84,-37.108509999999995,141.04197,500.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,HAMMER M. Michael | SLATER S. Scott
1040,AVES,Birds,Aves,,,,,-34.667840000000005,141.49795,WGS84,-34.667840000000005,141.49795,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,MAHER P. Philip
1042,Pachycephala (Alisterornis) rufiventris,Rufous Whistler,Aves,Passeriformes,Pachycephalidae,Pachycephala,Pachycephala rufiventris,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
1043,Corvus coronoides,Australian Raven,Aves,Passeriformes,Corvidae,Corvus,Corvus coronoides,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,PATON J. Joan
1044,Eulamprus tympanum,Southern Water-skink,Reptilia,Squamata,Scincidae,Eulamprus,Eulamprus tympanum,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
1045,Corvus tasmanicus,Forest Raven,Aves,Passeriformes,Corvidae,Corvus,Corvus tasmanicus,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,POSSINGHAM H.P. Hugh
1047,Pseudomys shortridgei,Heath Rat,Mammalia,Rodentia,Muridae,Pseudomys,Pseudomys shortridgei,-37.998470000000005,140.96638000000002,WGS84,-37.998470000000005,140.96638000000002,50.0,Australia,Victoria,Grant (DC),Naracoorte Coastal Plain,BACHMANN M. Mark
1048,Gambusia holbrooki,Gambies,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia holbrooki,-37.09843,141.01293,WGS84,-37.09843,141.01293,500.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,HAMMER M. Michael | SLATER S. Scott
1050,Pseudomys shortridgei,Heath Rat,Mammalia,Rodentia,Muridae,Pseudomys,Pseudomys shortridgei,-37.99713,140.96695,WGS84,-37.99713,140.96695,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
1051,Galaxiella toourtkoourt,Little Galaxias,Actinopterygii,Salmoniformes,Galaxiidae,Galaxiella,Galaxiella toourtkoourt,-37.14114,141.07728999999998,WGS84,-37.14114,141.07728999999998,500.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,HAMMER M. Michael | SLATER S. Scott
1052,Cherax destructor,Common Yabbie,Malacostraca,Decapoda,Parastacidae,Cherax,Cherax destructor,-37.098490000000005,141.01244,WGS84,-37.098490000000005,141.01244,50.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,WHITEROD N. Nick | BROWN (EX VEALE) L. Lauren
1053,Circus approximans,Kahu,Aves,Falconiformes,Accipitridae,Circus,Circus approximans,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,POSSINGHAM H.P. Hugh
1054,Hypseleotris,Carp Gudgeons,Actinopterygii,Perciformes,Eleotridae,Hypseleotris,,-37.10048,141.03068000000002,WGS84,-37.10048,141.03068000000002,500.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,HAMMER M. Michael | SLATER S. Scott
1055,Phascolarctos cinereus,Koala,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,Phascolarctos cinereus,-38.03998,141.24701000000002,WGS84,-38.03998,141.24701000000002,250.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,HAYWOOD B. Bryan
1056,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.72378,141.66371999999998,WGS84,-34.72378,141.66371999999998,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
1057,Petrochelidon (Hylochelidon) nigricans,Tree Martin,Aves,Passeriformes,Hirundinidae,Petrochelidon,Petrochelidon nigricans,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
1058,Pseudomys shortridgei,Heath Rat,Mammalia,Rodentia,Muridae,Pseudomys,Pseudomys shortridgei,-37.99823,140.9664,WGS84,-37.99823,140.9664,50.0,Australia,Victoria,Grant (DC),Naracoorte Coastal Plain,BACHMANN M. Mark
1059,AVES,Birds,Aves,,,,,-34.59299,141.49969,WGS84,-34.59299,141.49969,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,MAHER P. Philip
1060,Colluricincla (Colluricincla) harmonica,Grey Shrike-thrush,Aves,Passeriformes,Pachycephalidae,Colluricincla,Colluricincla harmonica,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,POSSINGHAM H.P. Hugh
1061,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.745459999999994,141.66593999999998,WGS84,-34.745459999999994,141.66593999999998,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
1062,Hypseleotris,Carp Gudgeons,Actinopterygii,Perciformes,Eleotridae,Hypseleotris,,-37.098490000000005,141.01244,WGS84,-37.098490000000005,141.01244,50.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,WHITEROD N. Nick | BROWN (EX VEALE) L. Lauren
1063,"Dacelo novaeguineae ( (Hermann), 1783) novaeguineae",Kookaburra,Aves,Coraciiformes,Alcedinidae,Dacelo,Dacelo novaeguineae,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,PATON J. Joan
1064,Nannoperca obscura,Yarra pigmy perch,Actinopterygii,Perciformes,Percichthyidae,Nannoperca,Nannoperca obscura,-37.108509999999995,141.04197,WGS84,-37.108509999999995,141.04197,500.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,HAMMER M. Michael | SLATER S. Scott
1065,Strepera (Neostrepera) versicolor,Grey Currawong,Aves,Passeriformes,Artamidae,Strepera,Strepera versicolor,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
1066,Polytelis anthopeplus,Regent Parrot,Aves,Psittaciformes,Psittacidae,Polytelis,Polytelis anthopeplus,-34.1,141.0,WGS84,-34.1,141.0,20000.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,GOODFELLOW B. Bob
1067,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.75186,141.6571,WGS84,-34.75186,141.6571,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
1068,AVES,Birds,Aves,,,,,-34.67453,141.49726,WGS84,-34.67453,141.49726,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
1069,AVES,Birds,Aves,,,,,-34.745459999999994,141.66593999999998,WGS84,-34.745459999999994,141.66593999999998,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
1070,Manorina (Myzantha) melanocephala,Noisy Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina melanocephala,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,PATON J. Joan
1071,Porphyrio (Porphyrio) porphyrio,Purple Swamphen,Aves,Gruiformes,Rallidae,Porphyrio,Porphyrio porphyrio,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,PATON J. Joan
1072,Fulica atra,Eurasian Coot,Aves,Gruiformes,Rallidae,Fulica,Fulica atra,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,PATON J. Joan
1073,Elseyornis melanops,Black-fronted Dotterel,Aves,Charadriiformes,Charadriidae,Elseyornis,Elseyornis melanops,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,PATON J. Joan
1075,Vanellus (Lobipluvia) miles,Masked Lapwing,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus miles,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,POSSINGHAM H.P. Hugh
1077,Haliastur sphenurus,Whistling Kite,Aves,Falconiformes,Accipitridae,Haliastur,Haliastur sphenurus,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,POSSINGHAM H.P. Hugh
1078,Threskiornis moluccus,Australian White Ibis,Aves,Ciconiiformes,Threskiornithidae,Threskiornis,Threskiornis moluccus,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,POSSINGHAM H.P. Hugh
1079,Tadorna (Casarca) tadornoides,Grunter,Aves,Anseriformes,Anatidae,Tadorna,Tadorna tadornoides,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,POSSINGHAM H.P. Hugh
1080,Galaxias oliros,Obscure Galaxias,Actinopterygii,Salmoniformes,Galaxiidae,Galaxias,Galaxias oliros,-37.14141,141.07793999999998,WGS84,-37.14141,141.07793999999998,50.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,WHITEROD N. Nick | BROWN (EX VEALE) L. Lauren
1081,Ardea (Ardea) pacifica,White-necked Heron,Aves,Ciconiiformes,Ardeidae,Ardea,Ardea pacifica,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,PATON J. Joan
1082,Pachycephala (Timixos) olivacea hesperus,Olive Whistler,Aves,Passeriformes,Pachycephalidae,Pachycephala,Pachycephala olivacea,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
1083,Hirundo (Hirundo) neoxena,Welcome Swallow,Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo neoxena,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
1084,Callocephalon fimbriatum,Gang-gang Cockatoo,Aves,Psittaciformes,Cacatuidae,Callocephalon,Callocephalon fimbriatum,-38.0,141.2,WGS84,-38.0,141.2,10050.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
1085,Litoria raniformis,Southern Bell Frog,Amphibia,Anura,Hylidae,Litoria,Litoria raniformis,-37.00477,141.14054,WGS84,-37.00477,141.14054,50.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,STRATMAN B. Bronwyn
1086,Caligavis chrysops,Yellow-faced Honeyeater,Aves,Passeriformes,Meliphagidae,Caligavis,Caligavis chrysops,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
1088,Calidris (Erolia) acuminata,Sharp-tailed Sandpiper,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris acuminata,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
1089,Pseudomys shortridgei,Heath Rat,Mammalia,Rodentia,Muridae,Pseudomys,Pseudomys shortridgei,-37.99682,140.96697,WGS84,-37.99682,140.96697,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
1091,AVES,Birds,Aves,,,,,-34.74378,141.62524,WGS84,-34.74378,141.62524,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
1093,"Pelecanus conspicillatus Temminck, 1824 conspicillatus",Australian Pelican,Aves,Pelecaniformes,Pelecanidae,Pelecanus,Pelecanus conspicillatus,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,POSSINGHAM H.P. Hugh
1094,Galaxias olidus,Inland Galaxias,Actinopterygii,Salmoniformes,Galaxiidae,Galaxias,Galaxias olidus,-37.09843,141.01293,WGS84,-37.09843,141.01293,500.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,HAMMER M. Michael | SLATER S. Scott
1095,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.7637,141.60845,WGS84,-34.7637,141.60845,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
1096,Calidris (Ereunetes) ruficollis,Red-necked Stint,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris ruficollis,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
1097,Nannoperca australis,Southern Pigmy Perch,Actinopterygii,Perciformes,Percichthyidae,Nannoperca,Nannoperca australis,-37.10048,141.03068000000002,WGS84,-37.10048,141.03068000000002,500.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,HAMMER M. Michael | SLATER S. Scott
